,Crime type,Latitude,Longitude,Location,Month
35530,Bicycle theft,52.044167,-0.7424970000000001,On or near Dalgin Place,2017-05
35531,Bicycle theft,52.051198,-0.729072,On or near Theme/Adventure Park,2017-05
35532,Bicycle theft,52.043671,-0.744042,On or near Amelias Lane,2017-05
35562,Bicycle theft,52.042259,-0.758414,On or near Shopping Area,2017-05
35563,Bicycle theft,52.043728,-0.760459,On or near North Eighth Street,2017-05
35564,Bicycle theft,52.042259,-0.758414,On or near Shopping Area,2017-05
35565,Bicycle theft,52.040934,-0.758947,On or near Pedestrian Subway,2017-05
35566,Bicycle theft,52.041428,-0.748712,On or near Nightclub,2017-05
35567,Bicycle theft,52.042259,-0.758414,On or near Shopping Area,2017-05
35568,Bicycle theft,52.042259,-0.758414,On or near Shopping Area,2017-05
35569,Bicycle theft,52.044508,-0.753394,On or near Central Milton Keynes Shopping Centre,2017-05
35570,Bicycle theft,52.043964,-0.7487729999999999,On or near Theatre/Concert Hall,2017-05
35571,Bicycle theft,52.043728,-0.760459,On or near North Eighth Street,2017-05
35705,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35706,Bicycle theft,52.039211,-0.7610060000000001,On or near Nightclub,2017-05
35707,Bicycle theft,52.038478000000005,-0.767412,On or near Upper Fourth Street,2017-05
35708,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35709,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-05
35710,Bicycle theft,52.039211,-0.7610060000000001,On or near Nightclub,2017-05
35711,Bicycle theft,52.039103000000004,-0.771303,On or near North Second Street,2017-05
35712,Bicycle theft,52.035755,-0.775258,On or near Parking Area,2017-05
35713,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-05
35714,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35715,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35716,Bicycle theft,52.033583,-0.771293,On or near Parking Area,2017-05
35717,Bicycle theft,52.039211,-0.7610060000000001,On or near Nightclub,2017-05
35718,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35719,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35720,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35721,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35722,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35723,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35724,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35725,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-05
35840,Bicycle theft,52.032989,-0.7065560000000001,On or near Ealing Chase,2017-05
35854,Bicycle theft,52.037362,-0.676149,On or near Newport Road,2017-05
35855,Bicycle theft,52.034763,-0.688952,On or near Shopping Area,2017-05
35945,Bicycle theft,52.047214000000004,-0.700954,On or near Weybourne Road,2017-05
35963,Bicycle theft,52.039749,-0.703153,On or near Far Holme,2017-05
36082,Bicycle theft,52.021425,-0.7421439999999999,On or near Serles Close,2017-05
36169,Bicycle theft,52.016572,-0.812606,On or near Evesham Way,2017-05
36170,Bicycle theft,52.017575,-0.810379,On or near Clifton Moor,2017-05
36193,Bicycle theft,52.018622,-0.761954,On or near Sports/Recreation Area,2017-05
36208,Bicycle theft,52.02742,-0.79181,On or near Lowndes Grove,2017-05
36209,Bicycle theft,52.025732,-0.788518,On or near Benbow Court,2017-05
36232,Bicycle theft,52.028698999999996,-0.752347,On or near Pedestrian Subway,2017-05
36269,Bicycle theft,52.025667999999996,-0.7616569999999999,On or near Shopping Area,2017-05
36396,Bicycle theft,52.014739,-0.741661,On or near Pedestrian Subway,2017-05
36425,Bicycle theft,51.998701000000004,-0.7176680000000001,On or near Durrans Court,2017-05
36451,Bicycle theft,52.002431,-0.733324,On or near First Avenue,2017-05
36452,Bicycle theft,52.011076,-0.738777,On or near Pedestrian Subway,2017-05
36527,Bicycle theft,52.015133,-0.680725,On or near Vivaldi Court,2017-05
36630,Bicycle theft,52.011568,-0.7563350000000001,On or near Grasscroft,2017-05
36728,Bicycle theft,52.002486,-0.799532,On or near Brantwood Close,2017-05
36729,Bicycle theft,51.993987,-0.780141,On or near Penlee Rise,2017-05
36839,Bicycle theft,51.996774,-0.72738,On or near Park/Open Space,2017-05
36977,Bicycle theft,51.794505,-1.27332,On or near Jordan Hill Road,2017-05
36978,Bicycle theft,51.793794,-1.284975,On or near Western By Pass Road,2017-05
37003,Bicycle theft,51.784053,-1.282838,On or near Dove House Close,2017-05
37023,Bicycle theft,51.777015000000006,-1.2642950000000002,On or near Shopping Area,2017-05
37024,Bicycle theft,51.779907,-1.262349,On or near Lonsdale Road,2017-05
37025,Bicycle theft,51.777182,-1.2665389999999999,On or near Stratfield Road,2017-05
37026,Bicycle theft,51.777182,-1.2665389999999999,On or near Stratfield Road,2017-05
37027,Bicycle theft,51.777015000000006,-1.2642950000000002,On or near Shopping Area,2017-05
37028,Bicycle theft,51.777758,-1.265167,On or near Banbury Road,2017-05
37041,Bicycle theft,51.779503999999996,-1.266994,On or near Rogers Street,2017-05
37042,Bicycle theft,51.77903,-1.265973,On or near Shopping Area,2017-05
37043,Bicycle theft,51.776787,-1.2695889999999999,On or near Pedestrian Subway,2017-05
37044,Bicycle theft,51.77558,-1.266304,On or near Oakthorpe Place,2017-05
37045,Bicycle theft,51.774371,-1.265701,On or near Beech Croft Road,2017-05
37046,Bicycle theft,51.775985999999996,-1.2665879999999998,On or near Oakthorpe Road,2017-05
37069,Bicycle theft,51.785902,-1.267833,On or near Southdale Road,2017-05
37078,Bicycle theft,51.764357000000004,-1.2689350000000001,On or near Kingston Road,2017-05
37079,Bicycle theft,51.764357000000004,-1.2689350000000001,On or near Kingston Road,2017-05
37089,Bicycle theft,51.775259000000005,-1.2581200000000001,On or near Pedestrian Subway,2017-05
37090,Bicycle theft,51.776123,-1.264063,On or near Diamond Place,2017-05
37091,Bicycle theft,51.776123,-1.264063,On or near Diamond Place,2017-05
37092,Bicycle theft,51.77347,-1.2653530000000002,On or near Moreton Road,2017-05
37137,Bicycle theft,51.767852000000005,-1.2584879999999998,On or near Bardwell Road,2017-05
37138,Bicycle theft,51.766940000000005,-1.2635610000000002,On or near Further/Higher Educational Building,2017-05
37154,Bicycle theft,51.766521000000004,-1.241483,On or near Fairfax Avenue,2017-05
37162,Bicycle theft,51.760455,-1.239107,On or near Ferry Road,2017-05
37173,Bicycle theft,51.767449,-1.195805,On or near Supermarket,2017-05
37174,Bicycle theft,51.767513,-1.199905,On or near Ilsley Road,2017-05
37201,Bicycle theft,51.766889,-1.204625,On or near Harolde Close,2017-05
37211,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-05
37212,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-05
37213,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-05
37214,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-05
37215,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-05
37221,Bicycle theft,51.754351,-1.205382,On or near Rock Edge,2017-05
37246,Bicycle theft,51.759807,-1.217152,On or near Beech Road,2017-05
37272,Bicycle theft,51.768457,-1.22819,On or near Copse Lane,2017-05
37292,Bicycle theft,51.761351,-1.2290219999999998,On or near Rolfe Place,2017-05
37313,Bicycle theft,51.754138,-1.201778,On or near York Avenue,2017-05
37323,Bicycle theft,51.755368,-1.20151,On or near Binswood Avenue,2017-05
37377,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-05
37378,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-05
37379,Bicycle theft,51.752604999999996,-1.264446,On or near Nightclub,2017-05
37380,Bicycle theft,51.757202,-1.2606620000000002,On or near Wellington Place,2017-05
37381,Bicycle theft,51.753609000000004,-1.261112,On or near George Street,2017-05
37382,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2017-05
37383,Bicycle theft,51.752956,-1.2587760000000001,On or near Nightclub,2017-05
37384,Bicycle theft,51.751751,-1.265923,On or near St Thomas' Street,2017-05
37385,Bicycle theft,51.758967,-1.253939,On or near Further/Higher Educational Building,2017-05
37386,Bicycle theft,51.752021,-1.254648,On or near King Edward Street,2017-05
37387,Bicycle theft,51.753178999999996,-1.250065,On or near Further/Higher Educational Building,2017-05
37388,Bicycle theft,51.752287,-1.263944,On or near Tidmarsh Lane,2017-05
37389,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-05
37390,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-05
37391,Bicycle theft,51.752584999999996,-1.265576,On or near Nightclub,2017-05
37392,Bicycle theft,51.752956,-1.2587760000000001,On or near Nightclub,2017-05
37393,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-05
37394,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2017-05
37395,Bicycle theft,51.753169,-1.255556,On or near Further/Higher Educational Building,2017-05
37396,Bicycle theft,51.753169,-1.255556,On or near Further/Higher Educational Building,2017-05
37397,Bicycle theft,51.753481,-1.253682,On or near Radcliffe Square,2017-05
37398,Bicycle theft,51.755294,-1.253217,On or near Theatre/Concert Hall,2017-05
37399,Bicycle theft,51.753169,-1.255556,On or near Further/Higher Educational Building,2017-05
37400,Bicycle theft,51.753748,-1.253344,On or near Further/Higher Educational Building,2017-05
37401,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-05
37402,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-05
37403,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-05
37404,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-05
37405,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2017-05
37406,Bicycle theft,51.756563,-1.246315,On or near Manor Place,2017-05
37407,Bicycle theft,51.754321999999995,-1.253103,On or near New College Lane,2017-05
37408,Bicycle theft,51.757202,-1.2606620000000002,On or near Wellington Place,2017-05
37409,Bicycle theft,51.753609000000004,-1.261112,On or near George Street,2017-05
37410,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2017-05
37411,Bicycle theft,51.757202,-1.2606620000000002,On or near Wellington Place,2017-05
37412,Bicycle theft,51.755294,-1.253217,On or near Theatre/Concert Hall,2017-05
37413,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-05
37414,Bicycle theft,51.758946,-1.253491,On or near Hinshelwood Road,2017-05
37415,Bicycle theft,51.753312,-1.251179,On or near Further/Higher Educational Building,2017-05
37416,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-05
37417,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-05
37418,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2017-05
37419,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-05
37420,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-05
37421,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-05
37422,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-05
37423,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-05
37424,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-05
37425,Bicycle theft,51.752287,-1.263944,On or near Tidmarsh Lane,2017-05
37426,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-05
37427,Bicycle theft,51.754473,-1.2612709999999998,On or near Gloucester Street,2017-05
37428,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-05
37429,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-05
37430,Bicycle theft,51.752021,-1.254648,On or near King Edward Street,2017-05
37431,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-05
37432,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-05
37433,Bicycle theft,51.753481,-1.253682,On or near Radcliffe Square,2017-05
37434,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-05
37435,Bicycle theft,51.751022999999996,-1.258836,On or near Shopping Area,2017-05
37436,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2017-05
37437,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-05
37438,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-05
37439,Bicycle theft,51.752604999999996,-1.264446,On or near Nightclub,2017-05
37440,Bicycle theft,51.754321999999995,-1.253103,On or near New College Lane,2017-05
37441,Bicycle theft,51.752956,-1.2587760000000001,On or near Nightclub,2017-05
37442,Bicycle theft,51.751332,-1.259454,On or near Shopping Area,2017-05
37443,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-05
37444,Bicycle theft,51.751469,-1.248442,On or near Rose Lane,2017-05
37445,Bicycle theft,51.75685,-1.251859,On or near Mansfield Road,2017-05
37446,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-05
37447,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-05
37448,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-05
37449,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-05
37450,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-05
37451,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2017-05
37452,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-05
37453,Bicycle theft,51.751469,-1.248442,On or near Rose Lane,2017-05
37454,Bicycle theft,51.751022999999996,-1.258836,On or near Shopping Area,2017-05
37699,Bicycle theft,51.752684,-1.251406,On or near High Street,2017-05
37700,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2017-05
37701,Bicycle theft,51.750295,-1.2589350000000001,On or near Further/Higher Educational Building,2017-05
37702,Bicycle theft,51.749796999999994,-1.2598559999999999,On or near Turn Again Lane,2017-05
37703,Bicycle theft,51.748821,-1.2589299999999999,On or near Albion Place,2017-05
37704,Bicycle theft,51.749214,-1.257156,On or near Rose Place,2017-05
37705,Bicycle theft,51.750531,-1.2535129999999999,On or near Further/Higher Educational Building,2017-05
37706,Bicycle theft,51.749214,-1.257156,On or near Rose Place,2017-05
37707,Bicycle theft,51.749796999999994,-1.2598559999999999,On or near Turn Again Lane,2017-05
37708,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2017-05
37709,Bicycle theft,51.750091999999995,-1.2595319999999999,On or near Further/Higher Educational Building,2017-05
37710,Bicycle theft,51.752684,-1.251406,On or near High Street,2017-05
37711,Bicycle theft,51.751331,-1.256412,On or near Blue Boar Street,2017-05
37712,Bicycle theft,51.751778,-1.253174,On or near Magpie Lane,2017-05
37713,Bicycle theft,51.75138,-1.2541799999999999,On or near Parking Area,2017-05
37714,Bicycle theft,51.747582,-1.256459,On or near St Aldate'S,2017-05
37715,Bicycle theft,51.749214,-1.257156,On or near Rose Place,2017-05
37716,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2017-05
37717,Bicycle theft,51.748821,-1.2589299999999999,On or near Albion Place,2017-05
37718,Bicycle theft,51.749214,-1.257156,On or near Rose Place,2017-05
37719,Bicycle theft,51.749796999999994,-1.2598559999999999,On or near Turn Again Lane,2017-05
37720,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2017-05
37721,Bicycle theft,51.750295,-1.2589350000000001,On or near Further/Higher Educational Building,2017-05
37722,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2017-05
37723,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2017-05
37757,Bicycle theft,51.75974,-1.261084,On or near Further/Higher Educational Building,2017-05
37758,Bicycle theft,51.762918,-1.260148,On or near Further/Higher Educational Building,2017-05
37759,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-05
37760,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-05
37761,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-05
37762,Bicycle theft,51.762918,-1.260148,On or near Further/Higher Educational Building,2017-05
37763,Bicycle theft,51.766214,-1.261036,On or near Park Town,2017-05
37764,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-05
37765,Bicycle theft,51.760413,-1.259378,On or near Further/Higher Educational Building,2017-05
37778,Bicycle theft,51.753143,-1.2817049999999999,On or near Prestwich Place,2017-05
37794,Bicycle theft,51.753584000000004,-1.271543,On or near Cripley Place,2017-05
37795,Bicycle theft,51.751668,-1.278701,On or near Oatlands Road,2017-05
37796,Bicycle theft,51.748168,-1.276845,On or near Supermarket,2017-05
37797,Bicycle theft,51.7502,-1.273944,On or near South Street,2017-05
37798,Bicycle theft,51.750792,-1.270834,On or near Mill Street,2017-05
37799,Bicycle theft,51.754045,-1.271898,On or near Abbey Road,2017-05
37821,Bicycle theft,51.757599,-1.265147,On or near Walton Crescent,2017-05
37822,Bicycle theft,51.758119,-1.267775,On or near Albert Street,2017-05
37823,Bicycle theft,51.757951,-1.268242,On or near School Court,2017-05
37845,Bicycle theft,51.753889,-1.265714,On or near Upper Fisher Row,2017-05
37846,Bicycle theft,51.755102,-1.264043,On or near Further/Higher Educational Building,2017-05
37847,Bicycle theft,51.755102,-1.264043,On or near Further/Higher Educational Building,2017-05
37848,Bicycle theft,51.75734,-1.272569,On or near Venneit Close,2017-05
37849,Bicycle theft,51.755102,-1.264043,On or near Further/Higher Educational Building,2017-05
37850,Bicycle theft,51.755102,-1.264043,On or near Further/Higher Educational Building,2017-05
37851,Bicycle theft,51.754914,-1.268508,On or near Great Mead,2017-05
37852,Bicycle theft,51.755102,-1.264043,On or near Further/Higher Educational Building,2017-05
37853,Bicycle theft,51.755102,-1.264043,On or near Further/Higher Educational Building,2017-05
37854,Bicycle theft,51.754914,-1.268508,On or near Great Mead,2017-05
37863,Bicycle theft,51.752654,-1.2096850000000001,On or near Girdlestone Close,2017-05
37864,Bicycle theft,51.750667,-1.211096,On or near Massey Close,2017-05
37865,Bicycle theft,51.750192999999996,-1.208815,On or near Wylie Close,2017-05
37877,Bicycle theft,51.751853999999994,-1.20176,On or near Joan Lawrence Place,2017-05
37914,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2017-05
37915,Bicycle theft,51.752140000000004,-1.218864,On or near Demesne Furze,2017-05
37916,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2017-05
37917,Bicycle theft,51.752140000000004,-1.218864,On or near Demesne Furze,2017-05
37918,Bicycle theft,51.754088,-1.230666,On or near Headington Road,2017-05
37935,Bicycle theft,51.747289,-1.231897,On or near Manzil Way,2017-05
37936,Bicycle theft,51.746365999999995,-1.229595,On or near Bartlemas Road,2017-05
37946,Bicycle theft,51.74776,-1.235061,On or near Avenue Lane,2017-05
37947,Bicycle theft,51.751963,-1.237077,On or near Cherwell Street,2017-05
37948,Bicycle theft,51.75079,-1.2378790000000002,On or near Glebe Street,2017-05
37949,Bicycle theft,51.749984999999995,-1.23711,On or near Cross Street,2017-05
37950,Bicycle theft,51.751963,-1.237077,On or near Cherwell Street,2017-05
37982,Bicycle theft,51.747276,-1.227103,On or near Southfield Road,2017-05
38000,Bicycle theft,51.749395,-1.2404950000000001,On or near Alma Place,2017-05
38001,Bicycle theft,51.75127,-1.239855,On or near Bath Street,2017-05
38002,Bicycle theft,51.751236,-1.238784,On or near Theatre/Concert Hall,2017-05
38003,Bicycle theft,51.751027,-1.241134,On or near Alan Bullock Close,2017-05
38004,Bicycle theft,51.751236,-1.238784,On or near Theatre/Concert Hall,2017-05
38005,Bicycle theft,51.751236,-1.238784,On or near Theatre/Concert Hall,2017-05
38006,Bicycle theft,51.749395,-1.2404950000000001,On or near Alma Place,2017-05
38007,Bicycle theft,51.751236,-1.238784,On or near Theatre/Concert Hall,2017-05
38023,Bicycle theft,51.742689,-1.236451,On or near Stanley Road,2017-05
38024,Bicycle theft,51.744209999999995,-1.23812,On or near Henley Street,2017-05
38038,Bicycle theft,51.744397,-1.229629,On or near Theatre/Concert Hall,2017-05
38039,Bicycle theft,51.745634,-1.233113,On or near Green Street,2017-05
38040,Bicycle theft,51.742032,-1.235115,On or near Sidney Street,2017-05
38041,Bicycle theft,51.743577,-1.232033,On or near Essex Street,2017-05
38061,Bicycle theft,51.749932,-1.244281,On or near Cowley Place,2017-05
38062,Bicycle theft,51.747831,-1.240594,On or near Stockmore Street,2017-05
38063,Bicycle theft,51.749190000000006,-1.244931,On or near Cowley Place,2017-05
38064,Bicycle theft,51.747805,-1.237958,On or near Moberly Close,2017-05
38065,Bicycle theft,51.747232000000004,-1.239662,On or near Marston Street,2017-05
38066,Bicycle theft,51.747132,-1.236709,On or near Crown Street,2017-05
38067,Bicycle theft,51.747831,-1.240594,On or near Stockmore Street,2017-05
38068,Bicycle theft,51.749190000000006,-1.244931,On or near Cowley Place,2017-05
38069,Bicycle theft,51.749932,-1.244281,On or near Cowley Place,2017-05
38070,Bicycle theft,51.747569,-1.236224,On or near Cowley Road,2017-05
38071,Bicycle theft,51.748204,-1.2412100000000001,On or near Temple Street,2017-05
38111,Bicycle theft,51.738955,-1.255717,On or near Stewart Street,2017-05
38112,Bicycle theft,51.741401,-1.255865,On or near Edith Road,2017-05
38113,Bicycle theft,51.738202,-1.256135,On or near Vicarage Lane,2017-05
38125,Bicycle theft,51.734035999999996,-1.248601,On or near Peel Place,2017-05
38126,Bicycle theft,51.735046999999994,-1.247831,On or near Fox Crescent,2017-05
38127,Bicycle theft,51.73212,-1.249806,On or near Bertie Place,2017-05
38128,Bicycle theft,51.734479,-1.253227,On or near John Towle Close,2017-05
38129,Bicycle theft,51.73761,-1.252061,On or near Abingdon Road,2017-05
38130,Bicycle theft,51.734576000000004,-1.2515319999999999,On or near Oswestry Road,2017-05
38155,Bicycle theft,51.743982,-1.258734,On or near Marlborough Road,2017-05
38156,Bicycle theft,51.748742,-1.263639,On or near Oxpens Road,2017-05
38157,Bicycle theft,51.748129,-1.2619690000000001,On or near Blackfriars Road,2017-05
38158,Bicycle theft,51.74491,-1.257633,On or near Western Road,2017-05
38159,Bicycle theft,51.747045,-1.262566,On or near Dale Close,2017-05
38171,Bicycle theft,51.742985,-1.251871,On or near Sports/Recreation Area,2017-05
38172,Bicycle theft,51.746176,-1.2588139999999999,On or near Corden Crescent,2017-05
38173,Bicycle theft,51.746951,-1.257657,On or near Shire Lake Close,2017-05
38174,Bicycle theft,51.745365,-1.256973,On or near Brook Street,2017-05
38175,Bicycle theft,51.745365,-1.256973,On or near Brook Street,2017-05
38176,Bicycle theft,51.745365,-1.256973,On or near Brook Street,2017-05
38202,Bicycle theft,51.743328999999996,-1.225765,On or near Kenilworth Avenue,2017-05
38203,Bicycle theft,51.741192,-1.22486,On or near Cowley Road,2017-05
38204,Bicycle theft,51.743848,-1.219963,On or near Sports/Recreation Area,2017-05
38205,Bicycle theft,51.741338,-1.226538,On or near Ridgefield Road,2017-05
38233,Bicycle theft,51.739745,-1.226232,On or near Cricket Road,2017-05
38234,Bicycle theft,51.739745,-1.226232,On or near Cricket Road,2017-05
38252,Bicycle theft,51.740364,-1.199182,On or near Fletcher Road,2017-05
38262,Bicycle theft,51.738821,-1.195777,On or near Peterley Road,2017-05
38263,Bicycle theft,51.735887,-1.199319,On or near Normandy Crescent,2017-05
38264,Bicycle theft,51.740809999999996,-1.2027370000000002,On or near Lambton Close,2017-05
38265,Bicycle theft,51.733537,-1.192236,On or near Roman Way,2017-05
38297,Bicycle theft,51.741021999999994,-1.238695,On or near Warwick Street,2017-05
38298,Bicycle theft,51.742048,-1.240227,On or near Further/Higher Educational Building,2017-05
38299,Bicycle theft,51.742098999999996,-1.239792,On or near Chester Street,2017-05
38315,Bicycle theft,51.737846000000005,-1.238342,On or near Swinburne Road,2017-05
38331,Bicycle theft,51.740947,-1.235524,On or near Harold Hicks Place,2017-05
38332,Bicycle theft,51.741704,-1.230312,On or near Silver Road,2017-05
38333,Bicycle theft,51.741341999999996,-1.234011,On or near Percy Street,2017-05
38358,Bicycle theft,51.733222999999995,-1.2177129999999998,On or near Parking Area,2017-05
38359,Bicycle theft,51.734356,-1.220416,On or near Trevor Place,2017-05
38390,Bicycle theft,51.732574,-1.2080799999999998,On or near Petrol Station,2017-05
38391,Bicycle theft,51.731003,-1.211076,On or near Bailey Road,2017-05
38392,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2017-05
38393,Bicycle theft,51.731003,-1.211076,On or near Bailey Road,2017-05
38422,Bicycle theft,51.729723,-1.218715,On or near Littlemore Road,2017-05
38423,Bicycle theft,51.729723,-1.218715,On or near Littlemore Road,2017-05
38424,Bicycle theft,51.731883,-1.218952,On or near Parking Area,2017-05
38448,Bicycle theft,51.729255,-1.225354,On or near Rose Hill,2017-05
38479,Bicycle theft,51.722064,-1.218933,On or near Upton Close,2017-05
38480,Bicycle theft,51.720957,-1.217302,On or near Alice Smith Square,2017-05
38508,Bicycle theft,51.717643,-1.2261600000000001,On or near Mandelbrote Drive,2017-05
38509,Bicycle theft,51.717643,-1.2261600000000001,On or near Mandelbrote Drive,2017-05
38510,Bicycle theft,51.717643,-1.2261600000000001,On or near Mandelbrote Drive,2017-05
38511,Bicycle theft,51.717643,-1.2261600000000001,On or near Mandelbrote Drive,2017-05
38553,Bicycle theft,51.724426,-1.226653,On or near Asquith Road,2017-05
38596,Bicycle theft,51.723106,-1.192075,On or near Briar Way,2017-05
38613,Bicycle theft,51.726566999999996,-1.1959950000000001,On or near Harrow Road,2017-05
38614,Bicycle theft,51.724989,-1.207156,On or near Sports/Recreation Area,2017-05
38615,Bicycle theft,51.726566999999996,-1.1959950000000001,On or near Harrow Road,2017-05
38656,Bicycle theft,51.719066999999995,-1.207766,On or near Skylark Place,2017-05
38680,Bicycle theft,51.720471,-1.1999819999999999,On or near Further/Higher Educational Building,2017-05
38681,Bicycle theft,51.719749,-1.1981709999999999,On or near Sports/Recreation Area,2017-05
38682,Bicycle theft,51.720471,-1.1999819999999999,On or near Further/Higher Educational Building,2017-05
38683,Bicycle theft,51.71828,-1.197792,On or near Andromeda Close,2017-05
38711,Bicycle theft,51.716075,-1.203968,On or near Choswell Spring,2017-05
38808,Bicycle theft,51.466522,-0.976512,On or near Promenade Road,2017-05
38851,Bicycle theft,51.468748,-0.9688459999999999,On or near Cromwell Road,2017-05
38852,Bicycle theft,51.468748,-0.9688459999999999,On or near Cromwell Road,2017-05
38853,Bicycle theft,51.469475,-0.9656049999999999,On or near Fairfax Close,2017-05
38854,Bicycle theft,51.469475,-0.9656049999999999,On or near Fairfax Close,2017-05
38907,Bicycle theft,51.465726000000004,-1.019142,On or near Supermarket,2017-05
38908,Bicycle theft,51.465499,-1.017793,On or near Deacon Way,2017-05
38966,Bicycle theft,51.464597999999995,-0.976498,On or near Waterman Place,2017-05
38987,Bicycle theft,51.455079,-0.989405,On or near Ormsby Street,2017-05
39087,Bicycle theft,51.457761,-1.00122,On or near Supermarket,2017-05
39104,Bicycle theft,51.453404,-1.0038049999999998,On or near Walkers Place,2017-05
39187,Bicycle theft,51.457654,-1.010866,On or near Grovelands Road,2017-05
39206,Bicycle theft,51.449548,-1.024252,On or near Severn Way,2017-05
39280,Bicycle theft,51.453214,-0.949076,On or near Supermarket,2017-05
39281,Bicycle theft,51.453214,-0.949076,On or near Supermarket,2017-05
39282,Bicycle theft,51.454747,-0.948509,On or near Amity Road,2017-05
39317,Bicycle theft,51.453417,-0.958729,On or near Eldon Road,2017-05
